tuberculinum_C100_10000;Start;
tuberculinum_C100_10000;tumor_kleiner;
fragaria_vesca_UT;tumor_kleiner;sykose_staerker
tuberculinum_C100_10000;tumor_kleiner;
fragaria_vesca_UT;tumor_kleiner;
silicea_C1_30;tumor_gleich;
silicea_C1_30;tumor_kleiner;
silicea_C1_30;tumor_kleiner;sykose_staerker
pulsatilla_nigricans_UT;tumor_kleiner;
hydrastis_canadensis_UT;tumor_gleich;
ende;tumor_weg;
