mercurius_C1_30;Start;;;
psorinum_C1_30;tumor_gleich;sykose_staerker;;
medorrhinum_C1_30;tumor_gleich;sykose_staerker;;
medorrhinum_C100_10000;tumor_gleich;;schmerzen_staerker;psora_staerker
bellis_perennis_C1_30;tumor_kleiner;sykose_schwaecher;;psora_staerker
medorrhinum_C100_10000;tumor_gleich;;schmerzen_staerker;
helonin_D1_30;tumor_kleiner;;;
aletris_farinosa_UT;tumor_gleich;;;
aurum_muriaticum_D1_30;tumor_gleich;;;
ende;tumor_weg;;;
